timestamp,q_cms,NO3_mgNL,SRP_mgPL,DO_mgL,DO_sat,fDOM,pH,spCond,temp,turb,precip_mm,temp_C,atm_mbar,PAR_uE,windSpeed,gustSpeed,solarRad_wm2,windDir,Rh,dewPoint,Basic_Threshold
8/15/2017 20:00,0.063011312,0.185987961,0.001343485,9.14,93.516,23.47570861,7.36,37.22480942,16.30266667,0.157333333,0,17.3,972.4,1,0,0,1,223,98.9,17.14,1
8/15/2017 20:15,0.065187362,0.186622154,0.001228856,9.13,93.58066667,23.58676374,7.36,37.25823994,16.29133333,0.151333333,1,17.18,972.4,1,0,0,1,223,99.3,17.09,1
8/15/2017 20:30,0.070256703,0.187077586,0.001083981,9.12,93.55533333,23.72379531,7.36,37.2270038,16.28133333,0.349333333,0.2,17.22,972.9,1,0,0,1,223,99.4,17.15,1
8/15/2017 20:45,0.077313072,0.187414266,0.001403545,9.14,93.50666667,24.00280264,7.351333333,37.26443432,16.27133333,0.293333333,0.2,17.22,973,1,0,0,1,223,99.5,17.17,1
8/15/2017 21:00,0.082882712,0.188278108,0.001591706,9.15,93.54333333,24.12345121,7.358666667,37.61719818,16.26133333,0.228,0,17.15,973.3,1,0,0,1,223,99.5,17.1,1
8/15/2017 21:15,0.088114579,0.190069243,0.00149567,9.18,93.67133333,24.17639989,7.36,38.5106287,16.26,0.315333333,0,17.15,973.2,1,0,0,1,223,99.5,17.1,1
8/15/2017 21:30,0.093056251,0.19155593,0.002234197,9.18,93.86333333,24.19777184,7.36,39.10739256,16.26,0.321333333,0,17.13,973.4,1,0,0,1,223,99.6,17.09,1
8/15/2017 21:45,0.097665084,0.190678845,0.001844062,9.17,94.03733333,24.26300471,7.36,39.20482308,16.26,0.311333333,0,17.06,973.2,1,0,0,1,223,99.6,17.02,1
8/15/2017 22:00,0.105020841,0.190103622,0.001655488,9.17,94.008,24.36511481,7.368666667,39.09558694,16.25133333,0.301333333,0,17.06,973.2,1,0,0,1,223,99.6,17.02,1
8/15/2017 22:15,0.114506064,0.190186445,0.001650416,9.18,94.14733333,24.47567126,7.37,38.86101746,16.25,0.308666667,0,17.06,973,1,0,0,1,223,99.8,17.05,1
8/15/2017 22:30,0.123401535,0.189456398,0.002113498,9.17,94.196,24.60367436,7.37,38.72311465,16.25,0.414,0,17.06,973.2,1,0,0,1,223,99.7,17.03,1
8/15/2017 22:45,0.129321543,0.188734995,0.00244473,9.17,94.20866667,24.61968028,7.361333333,39.39121185,16.25,0.586,0,16.92,973.2,1,0,0,1,223,99.7,16.89,1
8/15/2017 23:00,0.133460396,0.190016882,0.001867532,9.17,94.27066667,24.58329472,7.377333333,40.8479757,16.25,1.164666667,0,16.87,973.4,1,0,0,1,223,99.8,16.86,1
8/15/2017 23:15,0.137117988,0.187903708,0.002112697,9.16,94.39266667,24.57766102,7.38,41.22007289,16.25,1.163333333,0,16.61,973.4,1,0,0,1,223,99.7,16.58,1
8/15/2017 23:30,0.135584175,0.188673924,0.001947274,9.16,94.37533333,24.5359444,7.388666667,40.71617008,16.24133333,0.812,0,16.58,973.6,1,0,0,1,223,99.7,16.56,1
8/15/2017 23:45,0.130311738,0.188407129,0.001732944,9.17,94.292,24.53019825,7.381333333,40.09693394,16.23133333,0.534666667,0,16.63,973.8,1,0,0,1,223,99.8,16.62,1
8/16/2017 0:00,0.128563012,0.188560949,0.002017558,9.17,94.27133333,24.39259894,7.371333333,39.58036446,16.21266667,0.352666667,0,16.68,973.7,1,0,0,1,223,99.9,16.68,1
8/16/2017 0:15,0.127075941,0.187573797,0.001895514,9.17,94.33933333,24.35634947,7.361333333,39.17512832,16.20133333,0.278,0,16.68,974,1,0,0,1,223,99.9,16.68,1
8/16/2017 0:30,0.125045025,0.186935156,0.002068451,9.18,94.35,24.26827185,7.351333333,38.92322551,16.18266667,0.252666667,0,16.65,974,1,0,0,1,223,99.9,16.66,1
8/16/2017 0:45,0.123128642,0.186465523,0.002687422,9.17,94.35866667,24.25285226,7.358666667,38.70998937,16.16266667,0.276,0,16.58,974.2,1,0,0,1,223,100,16.6,1
8/16/2017 1:00,0.119124419,0.186795499,0.002150988,9.2,94.282,24.10312461,7.36,38.56875323,16.15133333,0.236666667,0,16.53,974.3,1,0,0,1,223,100,16.56,1
8/16/2017 1:15,0.115316495,0.187988477,0.00201685,9.2,94.28733333,24.04455711,7.36,38.45551708,16.13266667,0.238666667,0,16.56,974.4,1,0,0,1,223,100,16.58,1
8/16/2017 1:30,0.114808707,0.188010566,0.001648216,9.22,94.342,24.05426949,7.351333333,38.34494761,16.12133333,0.257333333,0,16.58,974.4,1,0,0,1,223,100,16.6,1
8/16/2017 1:45,0.114876827,0.190027596,0.001836614,9.23,94.26333333,23.93450104,7.35,38.28637813,16.10266667,0.190666667,0,16.56,974.2,1,0,0,1,223,100,16.58,1
8/16/2017 2:00,0.112260815,0.189668641,0.001900042,9.24,94.29333333,23.90628063,7.35,38.20980866,16.09133333,0.188666667,0,16.49,974.3,1,0,0,1,223,100,16.51,1
8/16/2017 2:15,0.108742384,0.189309436,0.001729268,9.24,94.23066667,23.85724248,7.35,38.14657251,16.08133333,0.216,0,16.49,974.2,1,0,0,1,223,100,16.51,1
8/16/2017 2:30,0.105768478,0.190700925,0.001901121,9.24,94.26333333,23.83020369,7.35,38.0946697,16.07133333,0.202666667,0,16.51,974.4,1,0,0,1,223,100,16.53,1
8/16/2017 2:45,0.104168679,0.189523311,0.001353322,9.25,94.20066667,23.80901964,7.341333333,38.08743356,16.06133333,0.2,0,16.34,974.4,1,0,0,1,223,100,16.37,1
8/16/2017 3:00,0.103545661,0.189833458,0.001156143,9.25,94.15533333,23.79836122,7.348666667,38.04353075,16.05133333,0.226,0,16.34,974.2,1,0,0,1,223,100,16.37,1
8/16/2017 3:15,0.103100634,0.189601559,0.00142036,9.26,94.18466667,23.77432818,7.358666667,38.00162794,16.04133333,0.178,0,16.22,974.3,1,0,0,1,223,100,16.25,1
8/16/2017 3:30,0.101820207,0.189395659,0.002025895,9.26,94.17266667,23.73936709,7.368666667,37.93505847,16.02266667,0.135333333,0,16.2,974.4,1,0,0,1,223,100,16.22,1
8/16/2017 3:45,0.1014276,0.188373902,0.001545671,9.26,94.12666667,23.71950857,7.37,37.90782232,16.01133333,0.164666667,0,16.2,974.3,1,0,0,1,223,100,16.22,1
8/16/2017 4:00,0.100233352,0.191933645,0.001564342,9.27,94.10266667,23.69673802,7.37,37.88725285,16.00133333,0.144,0,16.15,974.6,1,0,0,1,223,100,16.17,1
8/16/2017 4:15,0.097550993,0.190736222,0.00172202,9.26,94.10866667,23.67762075,7.37,37.8060167,15.99133333,0.252666667,0,16.13,974.5,1,0,0,1,223,100,16.15,1
8/16/2017 4:30,0.094353195,0.19042454,0.002038035,9.26,94.06666667,23.64463155,7.378666667,37.76744723,15.98133333,0.131333333,0,16.06,974.7,1,0,0,1,223,100,16.08,1
8/16/2017 4:45,0.09285137,0.190902719,0.001674083,9.27,94.06,23.62259476,7.38,37.74554442,15.97133333,0.118666667,0,16.03,974.9,1,0,0,1,223,100,16.05,1
8/16/2017 5:00,0.092449032,0.192660339,0.001373047,9.28,94.06,23.57093928,7.38,37.71630828,15.95266667,0.154666667,0,15.99,974.9,1,0,0,1,223,100,16.01,1
8/16/2017 5:15,0.091291394,0.192112877,0.001317882,9.27,94.02533333,23.53582477,7.38,37.70307213,15.94133333,0.142666667,0,15.96,975.3,1,0,0,1,223,100,15.98,1
8/16/2017 5:30,0.091434412,0.192421983,0.001712711,9.28,94.06333333,23.52856807,7.388666667,37.64916932,15.93133333,0.131333333,0.6,15.99,975.5,1,0,0,1,223,100,16.01,1
8/16/2017 5:45,0.091889017,0.193198518,0.001989726,9.29,94.08733333,23.572454,7.381333333,37.58859985,15.92133333,0.208,0.2,15.89,975.9,1,0,0.5,1,223,100,15.91,1
8/16/2017 6:00,0.092393273,0.193709125,0.00173606,9.28,94.15066667,23.66596643,7.388666667,37.53669704,15.91133333,0.150666667,0,15.87,976.1,1,0,0,1,223,100,15.89,1
8/16/2017 6:15,0.092950798,0.192739312,0.001677062,9.28,94.212,23.66763942,7.381333333,37.53812756,15.89266667,0.148666667,0,15.58,976.1,4,0,0,2,223,100,15.6,1
8/16/2017 6:30,0.09285137,0.193156687,0.001475096,9.28,94.25466667,23.66925519,7.388666667,37.51289142,15.87266667,0.15,0,15.37,976.4,9,0,0,6,223,100,15.39,1
