timestamp,q_cms,lag_precip_col,SRP_mgPL,DO_sat,fDOM,pH,spCond,turb,atm_mbar,windSpeed,gustSpeed,Threshold
08/15/17 08:00 PM,0.0630113116,0,0.001343485283206,93.516,23.4757086117412,7.36,37.224809415338,0.157333333333333,972.4,0,0,0
08/15/17 08:15 PM,0.0651873624,0,0.001228856064503,93.5806666666667,23.586763743408,7.36,37.2582399392563,0.151333333333333,972.4,0,0,0
08/15/17 08:30 PM,0.070256703,0,0.001083981036679,93.5553333333333,23.7237953054639,7.36,37.2270037965072,0.349333333333333,972.9,0,0,0
08/15/17 08:45 PM,0.0773130716,0.4,0.001403545134061,93.5066666666667,24.0028026396578,7.35133333333333,37.2644343204254,0.293333333333333,973,0,0,0
08/15/17 09:00 PM,0.082882712,2.4,0.001591706119389,93.5433333333333,24.1234512131523,7.35866666666667,37.6171981776767,0.228,973.3,0,0,0
08/15/17 09:15 PM,0.0881145788,0,0.001495670284591,93.6713333333333,24.1763998935513,7.36,38.5106287015946,0.315333333333333,973.2,0,0,0
08/15/17 09:30 PM,0.093056251,0,0.002234196748226,93.8633333333333,24.1977718371466,7.36,39.1073925588459,0.321333333333333,973.4,0,0,0
08/15/17 09:45 PM,0.0976650836,0,0.001844061685873,94.0373333333333,24.263004709942,7.36,39.2048230827642,0.311333333333333,973.2,0,0,0
08/15/17 10:00 PM,0.1050208414,0.2,0.001655487892072,94.008,24.365114809265,7.36866666666667,39.0955869400151,0.301333333333333,973.2,0,0,0
08/15/17 10:15 PM,0.1145060644,0,0.001650415977304,94.1473333333333,24.4756712583322,7.37,38.8610174639333,0.308666666666667,973,0,0,0
08/15/17 10:30 PM,0.1234015346,0,0.00211349836838,94.196,24.6036743624432,7.37,38.7231146545179,0.414,973.2,0,0,0
08/15/17 10:45 PM,0.1293215426,0,0.002444730213227,94.2086666666667,24.6196802787971,7.36133333333333,39.3912118451025,0.586,973.2,0,0,0
08/15/17 11:00 PM,0.1334603958,0,0.001867532126983,94.2706666666667,24.5832947156286,7.37733333333333,40.8479757023538,1.16466666666667,973.4,0,0,0
08/15/17 11:15 PM,0.1371179878,0,0.002112696676545,94.3926666666667,24.5776610201942,7.38,41.2200728929387,1.16333333333333,973.4,0,0,0
08/15/17 11:30 PM,0.1355841746,0,0.001947273531853,94.3753333333333,24.5359443981538,7.38866666666667,40.716170083523,0.812,973.6,0,0,0
08/15/17 11:45 PM,0.130311738,0.6,0.001732944284852,94.292,24.5301982471566,7.38133333333333,40.0969339407745,0.534666666666667,973.8,0,0,0
08/16/17 12:00 AM,0.128563012,0.8,0.002017557574887,94.2713333333333,24.3925989360094,7.37133333333333,39.5803644646925,0.352666666666667,973.7,0,0,0
08/16/17 12:15 AM,0.1270759408,0.2,0.001895513777566,94.3393333333333,24.3563494663853,7.36133333333333,39.1751283219438,0.278,974,0,0,0
08/16/17 12:30 AM,0.1250450252,0,0.002068451268836,94.35,24.2682718450825,7.35133333333333,38.9232255125283,0.252666666666667,974,0,0,0
08/16/17 12:45 AM,0.1231286418,0,0.002687422278168,94.3586666666667,24.2528522626738,7.35866666666667,38.70998936978,0.276,974.2,0,0,0
08/16/17 01:00 AM,0.1191244194,1,0.002150987746356,94.282,24.1031246075902,7.36,38.5687532270313,0.236666666666667,974.3,0,0,0
08/16/17 01:15 AM,0.1153164952,0.2,0.002016850220163,94.2873333333333,24.0445571058339,7.36,38.4555170842825,0.238666666666667,974.4,0,0,0
08/16/17 01:30 AM,0.1148087066,0.2,0.001648215821589,94.342,24.0542694942274,7.35133333333333,38.3449476082008,0.257333333333333,974.4,0,0,0
08/16/17 01:45 AM,0.1148768274,0,0.001836613554717,94.2633333333333,23.9345010375299,7.35,38.2863781321184,0.190666666666667,974.2,0,0,0
08/16/17 02:00 AM,0.1122608148,0,0.001900042402518,94.2933333333333,23.9062806306243,7.35,38.2098086560366,0.188666666666667,974.3,0,0,0
08/16/17 02:15 AM,0.1087423842,0,0.001729268102409,94.2306666666667,23.857242484213,7.35,38.1465725132879,0.216,974.2,0,0,0
08/16/17 02:30 AM,0.105768478,0,0.001901121075145,94.2633333333333,23.8302036921731,7.35,38.0946697038725,0.202666666666667,974.4,0,0,0
08/16/17 02:45 AM,0.104168679,0,0.001353321905689,94.2006666666667,23.8090196421839,7.34133333333333,38.0874335611238,0.2,974.4,0,0,0
08/16/17 03:00 AM,0.1035456612,0,0.00115614271394,94.1553333333333,23.7983612171904,7.34866666666667,38.0435307517087,0.226,974.2,0,0,0
08/16/17 03:15 AM,0.1031006342,0,0.001420360412198,94.1846666666667,23.7743281837733,7.35866666666667,38.001627942293,0.178,974.3,0,0,0
08/16/17 03:30 AM,0.1018202066,0,0.00202589543489,94.1726666666667,23.739367092583,7.36866666666667,37.9350584662112,0.135333333333333,974.4,0,0,0
08/16/17 03:45 AM,0.1014276,0,0.001545671288331,94.1266666666667,23.7195085680283,7.37,37.9078223234625,0.164666666666667,974.3,0,0,0
08/16/17 04:00 AM,0.1002333524,0,0.001564341795443,94.1026666666667,23.6967380241071,7.37,37.8872528473804,0.144,974.6,0,0,0
