timestamp,q_cms,NO3_mgNL,SRP_mgPL,DO_mgL,DO_sat,fDOM,pH,spCond,temp,turb,precip_mm,temp_C,atm_mbar,PAR_uE,windSpeed,gustSpeed,solarRad_wm2,windDir,Rh,dewPoint,Basic_Threshold
2017-08-15 20:00:00,0.0630113116,0.185987961010692,0.001343485283206,9.14,93.516,23.4757086117412,7.36,37.224809415338,16.3026666666667,0.157333333333333,0,17.3,972.4,1,0,0,1,223,98.9,17.14,0
2017-08-15 20:15:00,0.0651873624,0.186622154390928,0.001228856064503,9.13,93.5806666666667,23.586763743408,7.36,37.2582399392563,16.2913333333333,0.151333333333333,1,17.18,972.4,1,0,0,1,223,99.3,17.09,0
2017-08-15 20:30:00,0.070256703,0.187077585786432,0.001083981036679,9.12,93.5553333333333,23.7237953054639,7.36,37.2270037965072,16.2813333333333,0.349333333333333,0.2,17.22,972.9,1,0,0,1,223,99.4,17.15,0
2017-08-15 20:45:00,0.0773130716,0.187414265665304,0.001403545134061,9.14,93.5066666666667,24.0028026396578,7.35133333333333,37.2644343204254,16.2713333333333,0.293333333333333,0.2,17.22,973,1,0,0,1,223,99.5,17.17,0
2017-08-15 21:00:00,0.082882712,0.188278108139777,0.001591706119389,9.15,93.5433333333333,24.1234512131523,7.35866666666667,37.6171981776767,16.2613333333333,0.228,0,17.15,973.3,1,0,0,1,223,99.5,17.1,0
2017-08-15 21:15:00,0.0881145788,0.190069243424463,0.001495670284591,9.18,93.6713333333333,24.1763998935513,7.36,38.5106287015946,16.26,0.315333333333333,0,17.15,973.2,1,0,0,1,223,99.5,17.1,0
2017-08-15 21:30:00,0.093056251,0.191555930274118,0.002234196748226,9.18,93.8633333333333,24.1977718371466,7.36,39.1073925588459,16.26,0.321333333333333,0,17.13,973.4,1,0,0,1,223,99.6,17.09,0
2017-08-15 21:45:00,0.0976650836,0.190678844573291,0.001844061685873,9.17,94.0373333333333,24.263004709942,7.36,39.2048230827642,16.26,0.311333333333333,0,17.06,973.2,1,0,0,1,223,99.6,17.02,0
2017-08-15 22:00:00,0.1050208414,0.190103622289819,0.001655487892072,9.17,94.008,24.365114809265,7.36866666666667,39.0955869400151,16.2513333333333,0.301333333333333,0,17.06,973.2,1,0,0,1,223,99.6,17.02,0
2017-08-15 22:15:00,0.1145060644,0.190186445467823,0.001650415977304,9.18,94.1473333333333,24.4756712583322,7.37,38.8610174639333,16.25,0.308666666666667,0,17.06,973,1,0,0,1,223,99.8,17.05,0
2017-08-15 22:30:00,0.1234015346,0.189456398202767,0.00211349836838,9.17,94.196,24.6036743624432,7.37,38.7231146545179,16.25,0.414,0,17.06,973.2,1,0,0,1,223,99.7,17.03,0
2017-08-15 22:45:00,0.1293215426,0.188734994928391,0.002444730213227,9.17,94.2086666666667,24.6196802787971,7.36133333333333,39.3912118451025,16.25,0.586,0,16.92,973.2,1,0,0,1,223,99.7,16.89,0
2017-08-15 23:00:00,0.1334603958,0.190016881758933,0.001867532126983,9.17,94.2706666666667,24.5832947156286,7.37733333333333,40.8479757023538,16.25,1.16466666666667,0,16.87,973.4,1,0,0,1,223,99.8,16.86,0
2017-08-15 23:15:00,0.1371179878,0.187903707929046,0.002112696676545,9.16,94.3926666666667,24.5776610201942,7.38,41.2200728929387,16.25,1.16333333333333,0,16.61,973.4,1,0,0,1,223,99.7,16.58,0
2017-08-15 23:30:00,0.1355841746,0.188673923603769,0.001947273531853,9.16,94.3753333333333,24.5359443981538,7.38866666666667,40.716170083523,16.2413333333333,0.812,0,16.58,973.6,1,0,0,1,223,99.7,16.56,0
2017-08-15 23:45:00,0.130311738,0.188407129099588,0.001732944284852,9.17,94.292,24.5301982471566,7.38133333333333,40.0969339407745,16.2313333333333,0.534666666666667,0,16.63,973.8,1,0,0,1,223,99.8,16.62,0
2017-08-16 00:00:00,0.128563012,0.188560949279661,0.002017557574887,9.17,94.2713333333333,24.3925989360094,7.37133333333333,39.5803644646925,16.2126666666667,0.352666666666667,0,16.68,973.7,1,0,0,1,223,99.9,16.68,0
2017-08-16 00:15:00,0.1270759408,0.187573796777835,0.001895513777566,9.17,94.3393333333333,24.3563494663853,7.36133333333333,39.1751283219438,16.2013333333333,0.278,0,16.68,974,1,0,0,1,223,99.9,16.68,0
2017-08-16 00:30:00,0.1250450252,0.186935155981351,0.002068451268836,9.18,94.35,24.2682718450825,7.35133333333333,38.9232255125283,16.1826666666667,0.252666666666667,0,16.65,974,1,0,0,1,223,99.9,16.66,0
2017-08-16 00:45:00,0.1231286418,0.186465523415463,0.002687422278168,9.17,94.3586666666667,24.2528522626738,7.35866666666667,38.70998936978,16.1626666666667,0.276,0,16.58,974.2,1,0,0,1,223,100,16.6,0
2017-08-16 01:00:00,0.1191244194,0.186795499466983,0.002150987746356,9.2,94.282,24.1031246075902,7.36,38.5687532270313,16.1513333333333,0.236666666666667,0,16.53,974.3,1,0,0,1,223,100,16.56,0
2017-08-16 01:15:00,0.1153164952,0.187988476770734,0.002016850220163,9.2,94.2873333333333,24.0445571058339,7.36,38.4555170842825,16.1326666666667,0.238666666666667,0,16.56,974.4,1,0,0,1,223,100,16.58,0
2017-08-16 01:30:00,0.1148087066,0.188010566417207,0.001648215821589,9.22,94.342,24.0542694942274,7.35133333333333,38.3449476082008,16.1213333333333,0.257333333333333,0,16.58,974.4,1,0,0,1,223,100,16.6,0
2017-08-16 01:45:00,0.1148768274,0.190027596460546,0.001836613554717,9.23,94.2633333333333,23.9345010375299,7.35,38.2863781321184,16.1026666666667,0.190666666666667,0,16.56,974.2,1,0,0,1,223,100,16.58,0
2017-08-16 02:00:00,0.1122608148,0.189668640940543,0.001900042402518,9.24,94.2933333333333,23.9062806306243,7.35,38.2098086560366,16.0913333333333,0.188666666666667,0,16.49,974.3,1,0,0,1,223,100,16.51,0
2017-08-16 02:15:00,0.1087423842,0.189309435736094,0.001729268102409,9.24,94.2306666666667,23.857242484213,7.35,38.1465725132879,16.0813333333333,0.216,0,16.49,974.2,1,0,0,1,223,100,16.51,0
2017-08-16 02:30:00,0.105768478,0.190700925482095,0.001901121075145,9.24,94.2633333333333,23.8302036921731,7.35,38.0946697038725,16.0713333333333,0.202666666666667,0,16.51,974.4,1,0,0,1,223,100,16.53,0
2017-08-16 02:45:00,0.104168679,0.189523310891146,0.001353321905689,9.25,94.2006666666667,23.8090196421839,7.34133333333333,38.0874335611238,16.0613333333333,0.2,0,16.34,974.4,1,0,0,1,223,100,16.37,0
2017-08-16 03:00:00,0.1035456612,0.189833457761617,0.00115614271394,9.25,94.1553333333333,23.7983612171904,7.34866666666667,38.0435307517087,16.0513333333333,0.226,0,16.34,974.2,1,0,0,1,223,100,16.37,0
2017-08-16 03:15:00,0.1031006342,0.189601559097696,0.001420360412198,9.26,94.1846666666667,23.7743281837733,7.35866666666667,38.001627942293,16.0413333333333,0.178,0,16.22,974.3,1,0,0,1,223,100,16.25,0
2017-08-16 03:30:00,0.1018202066,0.189395659367419,0.00202589543489,9.26,94.1726666666667,23.739367092583,7.36866666666667,37.9350584662112,16.0226666666667,0.135333333333333,0,16.2,974.4,1,0,0,1,223,100,16.22,0
2017-08-16 03:45:00,0.1014276,0.188373901870085,0.001545671288331,9.26,94.1266666666667,23.7195085680283,7.37,37.9078223234625,16.0113333333333,0.164666666666667,0,16.2,974.3,1,0,0,1,223,100,16.22,0
2017-08-16 04:00:00,0.1002333524,0.191933645287958,0.001564341795443,9.27,94.1026666666667,23.6967380241071,7.37,37.8872528473804,16.0013333333333,0.144,0,16.15,974.6,1,0,0,1,223,100,16.17,0
2017-08-16 04:15:00,0.0975509932,0.190736222299432,0.001722019741614,9.26,94.1086666666667,23.6776207451106,7.37,37.8060167046317,15.9913333333333,0.252666666666667,0,16.13,974.5,1,0,0,1,223,100,16.15,0
2017-08-16 04:30:00,0.0943531946,0.190424540495145,0.002038035343686,9.26,94.0666666666667,23.6446315528925,7.37866666666667,37.76744722855,15.9813333333333,0.131333333333333,0,16.06,974.7,1,0,0,1,223,100,16.08,0
2017-08-16 04:45:00,0.0928513696,0.190902719131958,0.00167408310177,9.27,94.06,23.6225947648867,7.38,37.7455444191342,15.9713333333333,0.118666666666667,0,16.03,974.9,1,0,0,1,223,100,16.05,0
2017-08-16 05:00:00,0.092449032,0.192660339396646,0.001373047414851,9.28,94.06,23.5709392821021,7.38,37.7163082763858,15.9526666666667,0.154666666666667,0,15.99,974.9,1,0,0,1,223,100,16.01,0
2017-08-16 05:15:00,0.0912913944,0.192112876932748,0.001317881896181,9.27,94.0253333333333,23.5358247744269,7.38,37.7030721336371,15.9413333333333,0.142666666666667,0,15.96,975.3,1,0,0,1,223,100,15.98,0
2017-08-16 05:30:00,0.091434412,0.192421983005123,0.001712710619828,9.28,94.0633333333333,23.5285680713744,7.38866666666667,37.6491693242217,15.9313333333333,0.131333333333333,0.6,15.99,975.5,1,0,0,1,223,100,16.01,0
2017-08-16 05:45:00,0.091889017,0.193198518000848,0.001989726473854,9.29,94.0873333333333,23.5724540034964,7.38133333333333,37.5885998481396,15.9213333333333,0.208,0.2,15.89,975.9,1,0,0.5,1,223,100,15.91,0
2017-08-16 06:00:00,0.0923932726,0.193709124729001,0.001736059749517,9.28,94.1506666666667,23.6659664339075,7.38866666666667,37.5366970387245,15.9113333333333,0.150666666666667,0,15.87,976.1,1,0,0,1,223,100,15.89,0
2017-08-16 06:15:00,0.0929507984,0.192739311688449,0.00167706226996,9.28,94.212,23.6676394167871,7.38133333333333,37.5381275626425,15.8926666666667,0.148666666666667,0,15.58,976.1,4,0,0,2,223,100,15.6,0
2017-08-16 06:30:00,0.0928513696,0.193156687310043,0.001475096244039,9.28,94.2546666666667,23.6692551916957,7.38866666666667,37.5128914198937,15.8726666666667,0.15,0,15.37,976.4,9,0,0,6,223,100,15.39,0
2017-08-16 06:45:00,0.092449032,0.192824610059649,0.00165702004918,9.28,94.286,23.6898067137072,7.37266666666667,37.5169886104787,15.8526666666667,0.158666666666667,0,14.86,976.7,36,0,0,23,223,100,14.88,0
2017-08-16 07:00:00,0.0903093056,0.192503279181297,0.001248811971552,9.28,94.4113333333334,23.7218145360683,7.38733333333333,37.483085801063,15.824,0.116666666666667,0,14.43,976.9,26,0,0,16,223,99,14.3,0
2017-08-16 07:15:00,0.08935745,0.192641703523561,0.001837140111364,9.29,94.43,23.7202500448647,7.39866666666667,37.4598496583145,15.794,0.118666666666667,0,14.27,977.2,29,0,0,19,223,99.5,14.21,0
2017-08-16 07:30:00,0.0899936326,0.191114162362095,0.001539325614044,9.29,94.5166666666667,23.750481209358,7.4,37.4392801822325,15.7553333333333,0.215333333333333,0,13.93,977.5,49,0,0,32,223,99.3,13.84,0
2017-08-16 07:45:00,0.0888261368,0.191341932944629,0.001666107447964,9.29,94.5906666666667,23.7485944385274,7.4,37.4100440394837,15.724,0.143333333333333,0,13.88,977.5,66,0,0.5,43,223,99.2,13.78,0
2017-08-16 08:00:00,0.0874648362,0.190377451363004,0.001790965069751,9.29,94.7386666666667,23.7407607733573,7.4,37.3621412300683,15.694,0.13,0,13.69,977.4,114,0,0.5,68,223,98.7,13.51,0
2017-08-16 08:15:00,0.0874152676,0.188914871134596,0.002137730579464,9.3,94.8553333333333,23.7747034540088,7.40866666666667,37.3202384206533,15.6726666666667,0.13,0,13.79,977.4,134,0,0,78,223,96.6,13.27,0
2017-08-16 08:30:00,0.0885204788,0.188342098727096,0.001700275946016,9.29,94.8873333333333,23.7375780762318,7.41,37.2970022779042,15.6526666666667,0.147333333333333,0,14.07,977.6,151,0,0,96,223,98,13.78,0
2017-08-16 08:45:00,0.0874326044,0.188883432803487,0.001490066851239,9.3,94.8986666666667,23.7399705554021,7.41,37.3197661351558,15.6326666666667,0.124,0,13.81,977.9,136,0,0,87,223,97.1,13.37,0
2017-08-16 09:00:00,0.085466937,0.188190751519172,0.001428673789989,9.31,94.9953333333333,23.7202268016484,7.41866666666667,37.2625299924071,15.6126666666667,0.111333333333333,0,13.79,977.9,214,0,0,134,223,96,13.18,0
2017-08-16 09:15:00,0.0851329984,0.187158449544322,0.001278599363341,9.31,95.0013333333333,23.7478616129359,7.42866666666667,37.2006271829917,15.6013333333333,0.127333333333333,0,14.03,977.6,84,0,0,71,223,95.9,13.4,0
2017-08-16 09:30:00,0.0832165594,0.18545492720892,0.00116108337936,9.31,94.974,23.724375979154,7.42133333333333,37.2267243735762,15.5826666666667,0.13,0,14.19,977.7,96,0,0,74,223,95.7,13.53,0
2017-08-16 09:45:00,0.079095767,0.182815773606759,0.001841584500147,9.31,94.996,23.7508432642179,7.42,37.2574882308279,15.58,0.121333333333333,0,14.65,977.8,381,0,0,142,223,90.5,13.13,0
2017-08-16 10:00:00,0.0729266976,0.184114086622855,0.001735326531,9.31,94.9133333333333,23.7586353215197,7.41133333333333,37.3822520880788,15.5886666666667,0.128666666666667,0,14.34,978.1,69,0,0.5,98,239,90.9,12.89,0
2017-08-16 10:15:00,0.0667145628,0.184197571489008,0.001824618144254,9.32,95.0473333333333,23.7312722530974,7.41866666666667,37.365682611997,15.6073333333333,0.121333333333333,0,15.06,978,74,0,0.5,98,239,90.2,13.48,0
2017-08-16 10:30:00,0.0659821538,0.183028887069048,0.001302188451863,9.32,95.0786666666667,23.6690918612,7.42,37.403113135915,15.6273333333333,0.128666666666667,0,14.91,978,121,0,0.5,99,239,82.8,12.03,0
2017-08-16 10:45:00,0.0662126798,0.18381870370923,0.001565482732417,9.34,95.1146666666667,23.6669720572211,7.42866666666667,37.3572103264996,15.656,0.13,0,16.11,978.1,206,0,1,193,236,71.7,11.01,0
2017-08-16 11:00:00,0.0651484978,0.183723695289458,0.00134857177989,9.35,95.1893333333333,23.6510824956023,7.43,37.3746408504175,15.686,0.13,0,16.15,978.2,599,0,0.5,432,236,74,11.53,0
2017-08-16 11:15:00,0.064340969,0.182622535293627,0.000909976872174,9.37,95.2606666666667,23.6137885801801,7.43,37.3174047076691,15.742,0.121333333333333,0,16.58,977.9,266,0,1,241,236,68,10.67,0
